"name";"url";"year";"location";"invest";"description"
"StudyLore";"http://www.studylore.com/";"2014";"Stockholm";"N/A";"StudyLore is a new edtech startup from Stockholm, Sweden with aims of becoming a Soundcloud-like service for teachers around the world. The service offers content creating, editing and sharing of resources for teachers and consumption of the content for students (K-12) in online classrooms. Teachers receive statistics of the interaction around their created content as well as statistics of their students engagement in the classrooms. This offers teachers a hub for sharing of resources among themselves and their students while building a career reputation in the community."
"Stuff2Send";"http://www.stuff2send.com/";"N/A";"N/A";"N/A";"N/A"
"Stuffistry";"http://stuffistry.com";"2013";"Washington";"N/A";"We are the reputation platform for the Internet of Things. Our mission is to organize information about individual things and track their reputation. We offer a trust-based ecosystem where it is easy and safe to learn, exchange and service things. We have re-imagined the interface between us and our things. We have made it easier. A lot easier."
"StyleBee";"http://styleb.ee/StyleBeeApp";"2013";"San Francisco";"1,000,000";"StyleBee connects the top hairstylists and makeup artists in Los Angeles and San Francisco with individual and corporate clients looking for beauty services at the convenience of their home or office on demand, within a couple of hours. It is a Uber for blowouts and makeup."
"Stylehive";"http://www.stylehive.com";"2006";"San Francisco";"Yes";"N/A"
"Sun Run Home";"http://www.sunrunhome.com/";"2007";"San Francisco";"Yes";"N/A"
"SunFleet";"http://www.sunfleet.com/";"1998";"Malmo";"No";"N/A"
"SuperMarmite";"http://www.super-marmite.com/";"N/A";"N/A";"N/A";"N/A"
"SupperKing";"http://www.supperking.com/";"2012";"New York";"N/A";"N/A"
"SupperShare";"http://www.collaborativeconsumption.com/directoryitem/suppershare/www.suppershare.com";"N/A";"San Francisco";"N/A";"SupperShare’s online platform features host’s home kitchens with a selection of delicious dining options that guests can request with times that work for them or grab a seat on a specific date. Hosts select the number of seats available, set a price per seat and create meals to share with the SupperShare community. The only sharing economy company that directly benefits social causes with every meal, hosts choose a charity of their choice with $1 of every seat to be donated to a growing list of organizations that strengthen communities both locally and abroad"
"Sutton Bookshare";"http://www.suttonbookshare.org.uk/";"2011";"London";"No";"N/A"
"Swaapping";"https://www.swaapping.com/";"2011";"Valencia";"N/A";"N/A"
"Swap";"http://www.swap.com";"2006";"Boston";"Yes";"N/A"
"Swap Aspen";"http://www.swapaspen.com";"2009";"Aspen CO";"N/A";"N/A"
"Swap Baby Goods";"http://www.swapbabygoods.com/";"N/A";"Kansas City MO";"N/A";"N/A"
"Swap Shuffle Share";"http://swapshuffleshare.com/";"N/A";"Melbourne";"N/A";"N/A"
"Swap Style";"http://www.swapstyle.com/";"2009";"Sydney";"N/A";"N/A"
"Swap Treasures";"http://www.swaptreasures.com/";"N/A";"N/A";"N/A";"N/A"
"Swap-Online";"http://www.swap-online.com/";"N/A";"Richer Manitoba";"N/A";"N/A"
"Swap.com";"http://www.swap.com/";"N/A";"Chicago";"N/A";"N/A"
"Swap.com Valet Service";"http://valet.swap.com/";"N/A";"N/A";"N/A";"N/A"
"SwapACD";"http://www.swapacd.com/index.php";"2006";"Suwanee GA";"N/A";"N/A"
"SwapAce";"http://www.swapace.com";"2008";"Sydney";"N/A";"N/A"
"SwapADVD";"http://www.swapadvd.com";"2006";"Suwanee GA";"N/A";"N/A"
"SwapASkill";"http://www.swapaskill.com/";"2003";"Bristol";"No";"N/A"
"SwapBooks";"http://www.swapbooks.com";"2000";"Boston";"N/A";"N/A"
"SwapDen";"http://www.swapden.com/";"2010";"South Florida";"N/A";"N/A"
"Swapdom";"http://www.swapdom.com/";"2013";"San Francisco";"N/A";"Designed to make swapping unbelievably easy and efficient, Swapdom is a new way to find one-of-a-kind secondhand items. Users simply request items they love, tell Swapdom what they’d offer in exchange, and then sit back and let Swapdom organize a multi-person swap for them."
"SwapHandmeDowns";"http://www.swaphandmedowns.com/";"2004";"NJ";"N/A";"N/A"
"SwapItBaby";"http://Swapitbaby.com.au";"2009";"Sydney";"N/A";"N/A"
"Swapmamas";"http://www.swapmamas.com";"2009";"Belgrade Montana";"N/A";"N/A"
"SwapMe Sports";"http://www.swapmesports.com/";"2010";"California";"N/A";"N/A"
"Swapsity";"http://www.swapsity.ca/landing";"2008";"Toronto";"N/A";"Swapsity is Canada’s leading swapping community passionate about making swapping part of people’s lifestyles and actively growing the swapping movement in Canada, both online and offline. Our swapping site enables swappers to trade pre-loved things, talents and time, or share their rarely used stuff, all online. We host Toronto’s largest swap meets. Visit www.swapsity.ca to learn more."
"SwapSwan";"http://swapswan.be/";"2011";"N/A";"N/A";"N/A"
"Swapy";"http://www.swapy.de/";"N/A";"N/A";"N/A";"N/A"
"Swipes for the Homeless";"http://www.collaborativeconsumption.com/directoryitem/swipes-for-the-homeless/www.swipesforthehomeless.org";"2009";"Los Angeles";"N/A";"Swipes allows university students who have extra money on their meal plans to donate them to people on campus or in their community who are facing hunger."
"Swiss Association of Toy Libraries";"http://www.ludo.ch/";"2010";"Schaffhausen";"No";"N/A"
"Switchboard";"https://switchboardhq.com/";"2013";"Portland Oregon";"N/A";"On Switchboard, users can ask for what they need and offer what they have to give within a community they trust. We help dozens of higher ed and affinity communities across the U.S. engage their members and make meaningful connections."
"Swop My Stuff";"https://www.swopmystuff.co.za/";"2013";"N/A";"N/A";"N/A"
"Symbid";"http://www.symbid.com/";"N/A";"Rotterdam";"N/A";"N/A"
"taap";"http://taap.it/";"N/A";"N/A";"N/A";"N/A"
"Tada Yasai";"http://www.tadayasai.com/";"N/A";"Saitama";"N/A";"N/A"
"TalentMarked";"http://talentmarked.dk/";"2013";"Copenhagen";"N/A";"N/A"
"Tamyca";"http://www.tamyca.de";"2010";"Aachen";"No";"N/A"
"TaskBox";"http://taskbox.com.au/";"N/A";"Sydney";"N/A";"N/A"
"Taskhub";"https://taskhub.co.uk/";"2012";"N/A";"N/A";"Taskhub is the trusted online marketplace for finding local services and making money. You can use Taskhub to find, hire and review trusted local services in one place. Whether a jeweller, plumber or designer is needed, Taskhub connects people with the trusted local service providers in their community. Taskhub also empowers individuals and small businesses to make money from their skills, reinventing the way people find services and make money in their local area through technology."
"TaskRabbit";"https://www.taskrabbit.com/";"2008";"San Francisco";"N/A";"N/A"
"TaskRunner";"http://www.collaborativeconsumption.com/directoryitem/taskrunner/www.taskrunner.se";"2013";"Stockholm";"N/A";"TaskRunner.se – is a trusted web and mobile marketplace where people can outsource
small jobs and tasks to other people in their community. As a part of the collaborative
consumption movement, our ambition is to make people’s life easier by connecting
busy people in need of help, with individuals with the time, desire, skill and need of
extra cash."
"TaskRunners";"http://taskrunners.com.au/";"N/A";"Sydney";"N/A";"N/A"
"Taskty";"http://www.taskty.com/";"2012";"N/A";"N/A";"N/A"
"TaskUs";"https://www.taskus.com/";"2008";"Santa Monica California";"N/A";"N/A"
"Tavistock Garden Share Alliance (Devon)";"http://www.westdevon.gov.uk/services/service.asp?m=159";"2005";"Plymouth";"No";"N/A"
"Taxistop";"http://www.taxistop.be";"1997";"Brussels";"No";"N/A"
"Tech Shop";"http://www.techshop.ws/";"2006";"Menlo Park";"Yes";"N/A"
"TechHub";"http://www.techhub.com/";"2010";"London";"No";"N/A"
"Tel O Fun";"http://www.tel-o-fun.co.il/en/";"2011";"Tel Aviv";"No";"N/A"
"That Bag I Want";"http://www.thatbagiwant.com/";"2008";"Singapore";"No";"N/A"
"The Amazings";"http://www.theamazings.com";"N/A";"London";"N/A";"N/A"
"The Baby Specialist";"http://www.thebabyspecialist.com.sg/";"N/A";"N/A";"N/A";"N/A"
"The Bike Kitchen (Bay Area)";"http://www.bikekitchen.org/";"2003";"San Francisco";"No";"N/A"
"The Borrowers";"http://www.theborrowers.co.uk/";"2010";"Somerset";"No";"N/A"
"The Cotery";"https://thecotery.com/";"2014";"Boulder CO";"N/A";"The Cotery is an online platform that enables creatives to design and launch their collections without complication or upfront costs. After a design is pre-sold, The Cotery takes care of manufacturing, shipping, and fulfillment."
"The Farmers Garden";"http://www.thefarmersgarden.com";"N/A";"N/A";"N/A";"N/A"
"The Hire Hub";"http://www.thehirehub.co.uk";"2006";"Bath";"No";"N/A"
"The Hive Cooperative (Denver Based)";"http://hivecoop.com/";"2007";"Denver";"No";"N/A"
"The Lending Club";"http://www.lendingclub.com/";"2007";"San Francisco";"Yes";"N/A"
"The Office Collective";"http://theofficecollective.com.au/";"2012";"Byron Bay";"N/A";"N/A"
"The Revolving Library";"https://www.facebook.com/therevolvinglibrary";"N/A";"Kuala Lumpur";"N/A";"N/A"
"The S.W.A.P Team";"http://theswapteam.org/";"N/A";"Toronto";"N/A";"N/A"
"The School of Everything";"http://schoolofeverything.com/";"2007";"London";"Yes";"N/A"
"The Ski Swap";"http://www.theskiswap.com/";"N/A";"N/A";"N/A";"N/A"
"The Swap Team";"http://www.theswapteam.org";"N/A";"N/A";"N/A";"N/A"
"The Swapaholics";"http://theswapaholics.com/";"2009";"N/A";"N/A";"N/A"
"thesixosix";"http://www.thesixosix.com/";"N/A";"N/A";"N/A";"N/A"
"thrdPlace";"http://www.collaborativeconsumption.com/directoryitem/thrdplace/www.thrdPlace.com";"N/A";"Los Angeles";"N/A";"thrdPlace enables brands and consumers to collaborate, create events and projects and drive content around the causes and civic projects their communities care about."
"ThredUP";"http://www.thredup.com/";"2009";"San Francisco";"N/A";"N/A"
"Thuisafgehaald";"http://www.thuisafgehaald.nl/";"2012";"Amsterdam";"N/A";"Thuisafgehaald makes it possible to share your cooking with people in your neighbourhood."
"Thumb Tack";"http://www.thumbtack.com/";"2008";"San Francisco";"Yes";"N/A"
"Tickengo";"http://tickengo.com";"2010";"San Francisco";"Yes";"N/A"
"Ticketbis";"http://www.ticketbis.com/en-us/";"2010";"Madrid";"N/A";"Ticketbis is an online platform where anyone can securely buy or sell tickets for all types of events. The website offers more than one million tickets for international events and makes it easy to attend events all over the world."
"Tie Society";"http://tiesociety.com";"2011";"N/A";"N/A";"N/A"
"TimeBank";"http://timebank.org.uk/";"2000";"London";"N/A";"N/A"
"Timebanks Directory";"http://www.timebanks.org/directory.htm";"1995";"Washington";"No";"N/A"
"TIMECAR";"http://www.timecar.com/";"2010";"Oklahoma";"N/A";"N/A"
"TimeRepublik";"https://timerepublik.com/";"2012";"New York";"N/A";"N/A"
"tinkuy";"http://www.tinkuy.fr/";"N/A";"N/A";"N/A";"N/A"
"TINY";"http://timeinterchange.wordpress.com/about-tiny";"2009";"New York";"No";"N/A"
"Tinycarrier";"http://signup.tinycarrier.com/";"2013";"N/A";"N/A";"N/A"
"Tobly.co";"http://www.collaborativeconsumption.com/directoryitem/tobly-co/tobly.co";"2014";"New York City";"N/A";"TOBLY.CO is an online platform designed to facilitate tool and equipment rental transactions locally. Member can list their tools/equipment for others to rent, through the map location services, clients are able to browse for the best deals available locally.
Tool and equipment rental is a 38 billion dollar industry. Contractors and private home owners turn to tool rental providers as they are unable to bare the high cost of specialized tools needed to get the job done. With TOBLY.CO we facilitate and minimize transaction time and cost."
"TomoClases";"http://www.tomoclases.com/";"2011";"N/A";"N/A";"N/A"
"Too Short";"http://www.too-short.com";"2012";"Paris";"N/A";"N/A"
"Toogethr";"http://www.toogethr.com/";"2012";"N/A";"N/A";"N/A"
"Toogthr";"http://www.toogethr.com/";"2012";"N/A";"N/A";"N/A"
"Tool Spinner";"http://www.toolspinner.com/";"N/A";"N/A";"N/A";"N/A"
"ToolzDo";"http://www.toolzdo.com/";"2009";"N/A";"N/A";"N/A"
"tooxme";"http://tooxme.com/";"2012";"N/A";"N/A";"N/A"
"Toronto Tool Library";"http://www.avivacommunityfund.org/ideas/acf16402http://www.avivacommunityfund.org/ideas/acf16402";"N/A";"Toronto";"N/A";"N/A"
"Touchdown Space";"https://www.touchdownspace.com/";"N/A";"N/A";"N/A";"N/A"
"Tour Coin";"http://www.collaborativeconsumption.com/directoryitem/tour-coin/www.tourcoin.com";"N/A";"São Paulo";"N/A";"Tour Coin is a virtual currency created to provide the exchange of authentic travel experiences."
"Touristlink";"http://www.collaborativeconsumption.com/directoryitem/touristlink/www.touristlink.com";"2011";"Salt Lake City";"150000";"No matter where you’re going, Touristlink gives you opportunity to get a real feel of the culture. Meet up with a local for a coffee or beer, find travel companions to share the journey. Touristlink makes it easy to arrange your trip directly with the person organizing it rather than a travel agent reselling it at a higher cost. With over 5000 tour operators and 50,000 travelers and locals signed up we are the largest social network connecting travelers and locals."
"Toy Library Federation of New Zealand";"http://www.toylibrary.co.nz/";"1981";"Christchurch";"No";"N/A"
"Toys4rent";"http://www.toy4rent.in/";"N/A";"Ahmedabad";"N/A";"Toy rentals"
"ToyTeca";"http://www.collaborativeconsumption.com/directoryitem/toyteca/www.Toyteca.com.ve";"2015";"Barquisimeto";"N/A";"ToyTeca is a website where you can rent dozens of toys for your children paying a very low price."
"Trablr";"http://www.trablr.com/";"N/A";"N/A";"N/A";"N/A"
"Trade-Mark";"http://www.trade-mark.co.za/";"2010";"Cape Town";"N/A";"N/A"
"TradePal";"http://www.tradepal.com/";"2009";"San Francisco";"N/A";"N/A"
"Tradeschool";"http://tradeschool.coop/newyork/class";"2010";"New York";"No";"N/A"
"Transfercar";"https://www.transfercar.com.au";"2008";"Sydney";"N/A";"Transfercar is an online relocation service that offers free use of rental cars to travellers. In return the travellers are helping the rental car industry to relocate their cars in a cheaper way than any current relocation alternative."
"Transferwise";"http://www.transferwise.com";"N/A";"Tallinn";"N/A";"N/A"
"trash nothing!";"http://trashnothing.com";"2008";"Atlanta";"N/A";" "
"trashnothing";"http://trashnothing.com/";"N/A";"Sydney";"N/A";"N/A"
"Trashswag";"https://trashswag.com/";"2012";"Vancouver";"N/A";"N/A"
"Treatings";"https://treatings.co/";"2012";"New York";"Bootstrapped";"Treatings is a peer-to-peer professional networking platform. The professional networking equivalent of online dating, Treatings is an online/offline platform that helps people create new professional relationships one-on-one over coffee. The matching algorithm factors in users’ interests, experiences and convenient meeting places to suggest mutually beneficial meetings."
"Trenhub";"http://trenhub.com";"2013";"Barcelona";"N/A";"N/A"
"TribeGarden";"http://tribegarden.com/";"2012";"Sibiu";"N/A";"N/A"
"Trip4real";"http://www.trip4real.com";"2012";"Barcelona";"€1.5 million";"Trip4real is a community-driven platform connecting locals with travellers all over Spain. Our p2p network enables locals to become tour guides in whatever they are passionate about, and travellers to Spain to browse through thousands of their offerings."
"Tripda";"http://www.collaborativeconsumption.com/directoryitem/tripda/www.tripda.com.my";"2014";"Sao Paulo";"N/A";"Tripda is a carpooling platform that connects drivers travelling or commuting with empty seats in their cars and passengers heading the same way."
"Tripid";"N/A";"N/A";"N/A";"N/A";"N/A"
"Tripmeo";"http://www.tripmeo.com";"2014";"London/Lausanne";"confidential";"Tripmeo is a travel website for those who want seeing the world through the eyes of locals… With Tripmeo, you can:
-Easily book someone’s house, apartment or room
-Share a dinner in someone’s house and enjoy the true local taste…
-Discover new experiences in their destinations by connecting with local people and book tours, activities and a various range of original experiences around the world"
"Tripping";"https://www.tripping.com";"2009";"San Francisco";"N/A";"N/A"
"Trocaki";"http://www.trocaki.com.br/";"2013";"N/A";"N/A";"N/A"
"trocmaison";"http://www.trocmaison.com/";"N/A";"N/A";"N/A";"N/A"
"Troovon";"http://www.troovon.com/";"N/A";"Nantes";"N/A";"N/A"
"Truequers.com";"http://www.truequers.com";"2014";"Santiago";"N/A";"Smart bartering social network."
"Truequey Maroma";"http://www.truequeymaroma.com.mx/";"2012";"Quer";"N/A";"N/A"
"TrustCloud";"http://www.collaborativeconsumption.com/directoryitem/trustcloud/www.trustcloud.com";"2010";"Austin";"Angel";"Trust in the Sharing Economy
TrustCloud is a credit platform for Peer Marketplaces that measures virtuous behavior online to build a portable and contextual trust score you can use anywhere."
"Trusted Housesitters";"http://www.TrustedHousesitters.com";"N/A";"N/A";"N/A";"N/A"
"TrustedHousesitters";"http://www.trustedhousesitters.com/au/";"N/A";"N/A";"N/A";"N/A"
"Tryngo SARL";"https://www.tryngo.ch/";"2013";"Thonex";"N/A";"Tryngo is the local marketplace for people to share and connect in real life. Anyone can discover and create unique experiences near them."
"Turning Art";"http://www.turningart.com/";"2010";"Boston";"No";"N/A"
"TuShare";"https://www.tushare.com/";"N/A";"N/A";"N/A";"N/A"
"Tutor Spree";"http://www.tutorspree.com/";"N/A";"N/A";"N/A";"N/A"
"Twilbee";"https://www.twilbee.com/";"2013";"Brighton";"N/A";"N/A"
"U Ship";"http://www.uship.com/";"N/A";"N/A";"N/A";"N/A"
"Uber";"https://www.uber.com/";"N/A";"N/A";"N/A";"N/A"
"ubokia";"http://www.ubokia.com/";"N/A";"N/A";"N/A";"N/A"
"ulule";"http://fr.ulule.com/";"N/A";"N/A";"N/A";"N/A"
"Ulule";"http://www.collaborativeconsumption.com/directoryitem/ulule-2/www.ulule.com";"2010";"Paris";"N/A";"Make good thing happen!
Ulule is a crowdfunding service dedicated, with your help, to make good things happen. Participate in the funding of creative and innovative projects, receive exclusive rewards."
"une voiture a louer";"http://www.unevoiturealouer.com/";"N/A";"N/A";"N/A";"N/A"
"Uniiverse";"https://www.uniiverse.com/";"2011";"N/A";"N/A";"N/A"
"untash";"http://unstash.com/";"N/A";"N/A";"N/A";"N/A"
"Uolala";"N/A";"N/A";"N/A";"N/A";"N/A"
"Upstart";"https://www.upstart.com/";"2012";"Palo Alto";"N/A";"Upstart is an online lending platform that uses data to bring together high potential borrowers and investors."
"Urban Bellhop";"https://urbanbellhop.com/";"2012";"San Francisco";"N/A";"N/A"
"Urban Edibles";"http://urbanedibles.org/";"N/A";"N/A";"N/A";"N/A"
"Urban Fruit Initiative";"http://www.facebook.com/UrbanFruitInitiative";"2012";"Stockholm";"N/A";"N/A"
"Urban Gardenshare (Seattle)";"http://www.urbangardenshare.org/";"2009";"Seattle";"No";"N/A"
"Urbanbellhop";"https://urbanbellhop.com/";"2012";"San Francisco";"N/A";"N/A"
"Usarium";"https://itunes.apple.com/us/app/id719703709?mt=8";"2013";"California";"N/A";"N/A"
"UseTogether";"http://www.usetogether.com/";"2012";"N/A";"N/A";"N/A"
"UseTwice";"https://www.usetwice.at/";"2013";"Vienna";"N/A";"N/A"
"USSelfStorageLocator";"http://usselfstoragelocator.com";"2010";"Miami";"N/A";"The largest comparison Self Storage Search engine in the world. Find a storage unit anywhere, anytime and reserve online. Free rent specials and no credit card required."
"uSwapia";"http://beta.uswapia.com/";"2011";"Delaware";"N/A";"N/A"
"Utavi";"http://utavi.com";"2014";"San Francisco";"N/A";"N/A"
"vadrouille covoiturage";"http://www.vadrouille-covoiturage.com/";"N/A";"N/A";"N/A";"N/A"
"VAESC QIXIAN INTERNET TECH CO., LTD.";"http://www.collaborativeconsumption.com/directoryitem/vaesc-qixian-internet-tech-co-ltd/www.dongxizhijiao.com";"2013";"Beijing";"200000 RMB (appro. 25000EURO)";"chinese name 东西之角 (stuff corner)"
"Vakinha";"http://www.vakinha.com.br/";"2010";"N/A";"N/A";"N/A"
"Vayable";"http://www.vayable.com/";"2011";"San Francisco";"N/A";"N/A"
"Veggie Swap";"http://www.veggieswap.com/?do=/";"2012";"Melbourne";"N/A";"N/A"
"VehicleXChanges.com";"http://www.collaborativeconsumption.com/directoryitem/vehiclexchanges-com/www.vehiclexchanges.com";"2015";"Gold Coast";"N/A";"VehicleXChanges.com is a free alternative to vehicle hire/ownership. An annual membership provides you free access, internationally, as many times per year as required to vehicles such as cars, motorbikes, trailers, recreation vehicles, caravans and watercraft. Launching soon!"
"VEL’Ok (Luxembourg)";"http://www.velok.lu/";"2009";"Esch-sur-Alzette";"No";"N/A"
"Velib";"http://www.velib.paris.fr/";"2007";"Paris";"No";"N/A"
"Velo Bleu (Nice)";"http://www.velobleu.org/nice/nicecms.nsf/x/9A639C3B7057EDBC8025762600420221?open&lang=en";"2009";"Nice";"No";"N/A"
"Velo’v (Lyon, France)";"http://www.velov.grandlyon.com/";"2005";"Lyon";"No";"N/A"
"Velocea (Cannes)";"http://www.velocea.fr/";"2009";"Cannes";"No";"N/A"
"Velogistics";"http://www.velogistics.net/en/";"N/A";"N/A";"N/A";"N/A"
"Velolet";"http://www.velolet.com/";"2010";"Minneapolis";"N/A";"N/A"
"Velomagg (Montpellier, France)";"http://www.velomagg.com";"1978";"Montpellier";"No";"N/A"
"Velopop (Avignon)";"http://www.velopop.fr/";"2009";"Avignon";"No";"N/A"
"Venuemob";"http://venuemob.com.au";"2012";"Melbourne";"N/A";"N/A"
"Venuetastic";"http://venuetastic.com";"2011";"Los Angeles";"N/A";"N/A"
"Verband Deutscher Spieliotheken / Ludotheken e.V. (VDSL)";"http://www.deutsche-ludotheken.de";"1974";"Leipzig";"No";"N/A"
"Villavenner";"http://www.villavenner.dk/";"2014";"Copenhagen";"N/A";"villavenner.dk is a website where you can share things, help, interests and events with people in your neighborhood."
"ville fluide";"http://www.villefluide.fr/";"N/A";"N/A";"N/A";"N/A"
"Villo!(Brussels, Belgium)";"http://www.villo.be/";"2009";"Brussels";"No";"N/A"
"VintyKids";"http://www.vintykids.com/";"N/A";"Harrlem";"N/A";"N/A"
"VoitureLib";"http://www.voiturelib.com/";"N/A";"N/A";"N/A";"N/A"
"VoulezVousDiner";"http://www.collaborativeconsumption.com/directoryitem/voulezvousdiner/www.voulezvousdiner.com";"2010";"Paris";"N/A";"VoulezVousDîner is a market place for eating with locals.
VoulezVousDîner is an invitation to unleash your cooking talent and turn your private dinners into a unique culinary and cultural experience anywhere in the world. On VoulezVousDîner, you will meet talented hosts, interesting and open guests from your neighbourhood or from around the world"
"VRBO";"N/A";"1995";"N/A";"N/A";"N/A"
"Warp-It";"http://www.warp-it.co.uk/";"N/A";"N/A";"N/A";"N/A"
"Waste Nothing";"http://wastenothing.ca/";"N/A";"Toronto";"N/A";"N/A"
"Waygoz";"http://www.waygoz.com";"N/A";"Toronto";"N/A";"N/A"
"Wayook";"https://www.wayook.es/";"N/A";"Salamanca";"N/A";"Wayook is the first smart marketplace that allows you to reserve real-time and fixed-price domestic service with cleaning professionals who are experts in it. Professionals who take part on Wayook have been interviewed and their experience has been checked too. Wayook is running in more than 35 Spanish cities and this project is being boosted by Wayra (Telefonica´s Startup accelerator) and ADE2020 (JCyL´s accelerator). Don’t think twice, go to www.wayook.es and book your cleaning services in sixty seconds."
"WeCar";"http://www.wecar.com/";"N/A";"St Louis";"N/A";"N/A"
"Weeels";"http://www.weeels.org/";"2009";"Brooklyn";"No";"N/A"
"WeFunder";"https://wefunder.com/beta";"2012";"Cambridge";"N/A";"N/A"
"Wego";"http://www.wego.co.nl/";"2011";"Amsterdam";"N/A";"N/A"
"WeHelpen";"http://www.wehelpen.nl/";"2012";"N/A";"N/A";"N/A"
"Weroll";"http://weroll.net";"2012";"Montreal";"N/A";"Better commuting. 100% Free Carpooling: Connect with friends and coworkers."
"West Philly Tool Library";"http://www.westphillytools.org/";"2007";"Philadelphia";"No";"N/A"
"West Seattle Tool Library";"http://wstoollibrary.org/";"2009";"Seattle";"N/A";"N/A"
"WeSwap";"https://www.weswap.com";"2012";"London";"N/A";"WeSwap helps travellers get a better deal on travel money by swapping currency directly with other people abroad. Simply and securely online."
"WeTeachMe";"http://weteachme.com";"N/A";"Melbourne";"N/A";"N/A"
"WhatSpace";"http://www.whatspace.com.au/";"N/A";"Sydney";"N/A";"N/A"
"Wheelz";"http://www.wheelz.com/";"2011";"San Francisco";"N/A";"N/A"
"When You Wish";"http://www.whenyouwish.com/";"2012";"Venice";"N/A";"N/A"
"Where to Sleep";"http://www.wheretosleep.co.uk/";"2011";"London";"No";"N/A"
"Whipcar";"http://www.whipcar.com";"2009";"London";"Yes";"N/A"
"Whishareit";"http://www.wishareit.com/";"N/A";"N/A";"N/A";"N/A"
"Whizz Car";"http://www.whizzcar.com";"2009";"Katong";"No";"N/A"
"Wholeshare";"http://www.wholeshare.com";"N/A";"N/A";"N/A";"N/A"
"WifiSharing";"http://www.compartirwifi.com";"2014";"Barcelona";"N/A";"WifiSharin is based on two services: a web page www.compartirwificom and an android app: Allows to scan wifi networks from around, show user profiles linked to this wifis and send messages directly to his owners.
Users, with the app, can register his access point wifis of his homes/companies and link a profile to it. It helps people that want to share their internet connection, however, his use depends on the user and his imagination: To find job, to advertise a company, to make new contacts, to stablish the internet share costs, for help, to be known to neighbors."
"wiithaa";"http://www.wiithaa.com/";"N/A";"N/A";"N/A";"N/A"
"Wimdu";"http://www.wimdu.com";"2011";"Berlin";"Yes";"N/A"
"Wimdu GmbH";"http://www.wimdu.co.uk";"2011";"Berlin";"N/A";"Wimdu is the affordable hotel alternative: book quality, comfortable city apartments for your next trip! Or rent out your own place to earn extra income. Wimdu brings together travlers and hosts from around the world!"
"wiseed";"http://www.wiseed.fr/";"N/A";"N/A";"N/A";"N/A"
"Wishberry";"http://www.wishberry.in/";"2009";"Mumbai";"N/A";"Wishberry is India’s crowdfunding platform. It started in 2010 from Mumbai and has multiple projects in various domains from art to technology."
"Wishket";"http://www.wishket.com/";"2012";"Seoul";"N/A";"N/A"
"WorldCraze";"https://worldcraze.com/fr";"2012";"Paris";"N/A";"N/A"
"WorldCraze";"https://worldcraze.com";"N/A";"Paris";"N/A";"WorldCraze is a CrowdShopping platform which connects people willing to buy items at the lowest price!"
"Wspieram";"https://wspieram.to/";"2012";"N/A";"N/A";"N/A"
"WunderCar";"http://www.wundercar.org/";"2013";"Hamburg";"N/A";"WunderCar is a P2P ride sharing platform headquartered in Hamburg, Germany and presently operating in the cities of Hamburg, Berlin, Dublin and Budapest. WunderCar was founded in 2013."
"WunWun";"https://www.wunwun.com/";"2012";"New York";"N/A";"Free On-Demand Delivery From Any Store or Restaurant https://itunes.apple.com/us/app/wunwun/id572425323"
"Wymiennik";"http://wymiennik.org/";"2012";"Warsaw";"N/A";"N/A"
"Yacht Plus";"http://www.yachtplus.co.uk/";"2008";"London";"No";"N/A"
"Yachtly";"http://www.yachtly.com";"2014";"St Peter Port";"N/A";"Yachtly links crew seeking passage with boat skippers needing crew. Yachtly is a p2p disruptive company within the global sharing economy."
"Yardsale";"https://www.getyardsale.com/";"2010";"San Francisco";"N/A";"N/A"
"yardsellr";"http://yardsellr.com/";"N/A";"N/A";"N/A";"N/A"
"Yepgot";"http://www.yepgot.com/";"N/A";"Canberra";"N/A";"N/A"
"Yerdle";"http://www.yerdle.com/";"2012";"San Francisco";"N/A";"N/A"
"Yes Secure";"http://yes-secure.com/";"2009";"Barnet";"No";"N/A"
"yolyola";"http://www.collaborativeconsumption.com/directoryitem/yolyola/www.yolyola.com";"2013";"istanbul";"N/A";"N/A"
"Yoogot";"http://www.yoogot.com";"2010";"Phoenix";"N/A";"N/A"
"York Butter Factory";"http://yorkbutterfactory.com/";"2011";"Melbourne";"N/A";"N/A"
"Youpijob";"http://www.youpijob.co.uk/";"N/A";"N/A";"N/A";"N/A"
"Your Home My Home";"http://www.collaborativeconsumption.com/directoryitem/your-home-my-home/www.yourhomemyhome.com.au";"2014";"Melbourne";"N/A";"Your Home My Home is a virtual network connecting travel loving home owners with caring and reliable house and pet sitters."
"YourJobDone";"http://yourjobdone.com/";"N/A";"London";"N/A";"N/A"
"Yours 2 Share";"http://www.yours2share.com/cgi-bin/mojoClassified.cgi?cat=2217&parent=1&number=8";"2006";"Norfolk";"No";"N/A"
"yRides";"http://www.yRides.com";"2011";"El Segundo";"No";"N/A"
"Zaarly";"http://www.zaarly.com/";"2011";"San Francisco";"Yes";"N/A"
"Zagster";"http://zagster.com/";"2007";"Cambridge Mass";"N/A";"Zagster is bike sharing for everyone. We design, build, and operate private bike sharing programs for universities, corporate campuses, hotels, and residential communities across the United States. Zagster provides customers a complete bike sharing solution – including system design, installation, sharing technology, maintenance, rider support, and marketing services."
"Zazcar";"http://zazcar.com.br/";"2009";"Sao Paulo";"N/A";"N/A"
"ZealousGood";"http://zealousgood.com/";"N/A";"Chicago";"N/A";"N/A"
"Zecco";"http://www.zecco.com/zeccoshare/Default.aspx";"2006";"San Francisco";"Yes";"N/A"
